Email,Name,ID,Section,Gender,Age,Department,Study_Hours_per_Week,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
ishaan.das920@gmail.com,Ishaan Das,STU100920,E,Male,23,Business,18.5,75.16,54.27,65.79,64.53,62.32,45.61,80.34,64.33,C
aadhya.verma921@gmail.com,Aadhya Verma,STU100921,B,Female,24,Engineering,23.6,87.87,64.64,60.64,73.57,72.84,60.56,77.05,68.96,C
ishita.chatterjee922@gmail.com,Ishita Chatterjee,STU100922,D,Male,17,CS,12.2,72.93,54.27,64.01,65.09,62.21,54.79,64.39,62.51,C
anika.gupta923@gmail.com,Anika Gupta,STU100923,A,Male,21,Mathematics,13.5,79.05,56.19,59.76,57.52,58.46,56.72,72.32,61.61,C
arjun.iyer924@gmail.com,Arjun Iyer,STU100924,D,Female,19,Engineering,19.7,85.23,57.26,69.92,69.79,58.98,53.44,68.97,66.89,C
sai.gupta925@gmail.com,Sai Gupta,STU100925,E,Female,18,Mathematics,21.2,83.95,57.67,69.7,76.12,65.04,51.64,78.76,69.22,C
navya.gupta926@gmail.com,Navya Gupta,STU100926,D,Female,18,Engineering,22.3,79.41,56.77,78.75,73.18,67.52,56.8,72.87,70.78,B
ishita.das927@gmail.com,Ishita Das,STU100927,A,Male,21,Mathematics,30.2,89.91,73.35,76.43,79.19,64.61,62.97,92.69,77.34,B
vihaan.roy928@gmail.com,Vihaan Roy,STU100928,E,Male,24,Mathematics,22.4,81.83,54.05,72.91,73.14,64.23,54.88,76.27,68.63,C
ananya.singh929@gmail.com,Ananya Singh,STU100929,B,Male,24,CS,22.5,84.48,60.5,69.42,73.78,65.74,48.73,81.46,69.6,C
aditya.iyer930@gmail.com,Aditya Iyer,STU100930,A,Female,18,Mathematics,22.0,84.26,65.85,70.95,69.96,61.24,46.86,77.56,69.6,C
ishita.das931@gmail.com,Ishita Das,STU100931,B,Female,24,Mathematics,26.8,89.07,62.87,74.64,74.17,64.39,70.78,86.87,73.66,B
krishna.kumar932@gmail.com,Krishna Kumar,STU100932,B,Female,18,CS,18.7,76.85,45.76,65.62,66.03,61.14,52.17,77.15,62.86,C
ananya.iyer933@gmail.com,Ananya Iyer,STU100933,E,Female,23,Mathematics,14.5,76.32,57.31,60.34,62.27,47.45,58.5,71.97,61.4,C
ishita.verma934@gmail.com,Ishita Verma,STU100934,C,Female,19,Mathematics,26.8,84.33,71.3,73.0,83.68,75.71,55.94,78.93,75.41,B
krishna.verma935@gmail.com,Krishna Verma,STU100935,C,Female,22,CS,23.4,84.47,66.91,68.91,69.44,70.0,49.43,86.9,71.08,B
navya.iyer936@gmail.com,Navya Iyer,STU100936,C,Female,23,CS,11.6,72.21,53.64,53.6,58.42,62.54,48.74,71.17,58.6,C
riya.chatterjee937@gmail.com,Riya Chatterjee,STU100937,E,Male,17,Engineering,29.6,89.17,75.09,67.04,87.12,74.92,62.4,91.25,76.85,B
diya.chatterjee938@gmail.com,Diya Chatterjee,STU100938,E,Male,21,Mathematics,15.0,75.77,58.48,62.22,65.16,64.61,64.76,65.93,64.0,C
sara.sharma939@gmail.com,Sara Sharma,STU100939,D,Male,22,Engineering,18.8,82.94,57.08,61.55,70.71,58.78,55.71,67.44,64.19,C
sara.patel940@gmail.com,Sara Patel,STU100940,A,Male,21,Mathematics,17.8,78.48,55.09,64.87,72.57,61.08,52.55,68.34,64.78,C
ishita.patel941@gmail.com,Ishita Patel,STU100941,C,Female,19,Business,21.7,80.08,67.75,71.04,73.54,66.88,47.7,77.17,70.69,B
myra.iyer942@gmail.com,Myra Iyer,STU100942,E,Female,22,Mathematics,29.6,90.52,70.78,69.44,75.97,75.61,58.01,86.77,74.57,B
diya.patel943@gmail.com,Diya Patel,STU100943,B,Male,19,Business,10.5,68.17,54.36,63.23,65.66,50.37,42.14,67.04,60.36,C
aadhya.iyer944@gmail.com,Aadhya Iyer,STU100944,D,Male,24,CS,17.8,81.52,56.77,62.28,69.37,56.86,53.65,71.62,64.13,C
riya.patel945@gmail.com,Riya Patel,STU100945,A,Female,18,Business,24.9,84.84,59.89,80.99,73.99,60.38,60.93,83.6,73.3,B
riya.das946@gmail.com,Riya Das,STU100946,C,Male,21,Mathematics,22.8,82.7,62.35,65.56,73.49,64.64,65.82,77.51,68.94,C
ira.sharma947@gmail.com,Ira Sharma,STU100947,E,Male,18,Engineering,19.0,77.3,63.09,66.4,70.57,62.57,60.48,81.54,68.29,C
anika.roy948@gmail.com,Anika Roy,STU100948,E,Female,20,Mathematics,9.4,70.66,48.7,61.12,56.96,55.36,55.66,63.67,58.37,C
navya.iyer949@gmail.com,Navya Iyer,STU100949,C,Male,22,Engineering,24.5,85.85,73.41,80.21,66.58,67.72,61.22,86.13,75.76,B
ira.iyer950@gmail.com,Ira Iyer,STU100950,D,Female,22,Mathematics,24.6,81.2,66.45,64.82,68.84,69.55,52.72,79.91,68.76,C
ishaan.singh951@gmail.com,Ishaan Singh,STU100951,E,Female,17,Business,25.4,88.04,65.24,74.45,74.11,67.06,54.1,87.99,73.51,B
vihaan.chatterjee952@gmail.com,Vihaan Chatterjee,STU100952,B,Female,18,Business,15.6,72.03,55.96,55.47,70.29,59.23,52.87,73.28,61.47,C
shaurya.das953@gmail.com,Shaurya Das,STU100953,C,Male,17,Mathematics,25.8,86.05,70.38,70.1,74.57,63.22,59.34,84.38,72.62,B
myra.roy954@gmail.com,Myra Roy,STU100954,A,Female,19,CS,20.5,72.24,67.77,80.09,72.54,68.61,57.21,80.54,73.46,B
sara.roy955@gmail.com,Sara Roy,STU100955,A,Male,22,Mathematics,19.9,80.79,58.55,70.39,68.64,67.0,55.0,76.46,68.3,C
myra.sharma956@gmail.com,Myra Sharma,STU100956,C,Male,24,Engineering,23.0,78.52,58.38,76.58,64.07,64.64,56.47,86.99,70.1,B
krishna.singh957@gmail.com,Krishna Singh,STU100957,A,Female,20,Business,34.4,100.0,78.63,81.02,83.31,72.51,52.08,91.88,81.57,B
sai.patel958@gmail.com,Sai Patel,STU100958,E,Female,22,Mathematics,21.1,78.22,60.32,63.23,67.83,63.56,48.51,77.27,65.54,C
myra.verma959@gmail.com,Myra Verma,STU100959,B,Female,19,Business,21.9,77.52,61.13,61.11,71.27,57.57,59.15,77.21,65.43,C
myra.iyer960@gmail.com,Myra Iyer,STU100960,C,Female,20,CS,16.5,76.47,59.82,51.01,58.41,61.72,47.66,73.83,59.61,C
riya.roy961@gmail.com,Riya Roy,STU100961,A,Male,17,Business,29.5,88.33,74.19,83.05,80.3,71.09,65.36,84.34,79.44,B
ananya.kumar962@gmail.com,Ananya Kumar,STU100962,A,Female,19,Mathematics,15.3,77.07,54.7,55.07,59.59,45.0,45.43,70.73,57.95,C
ira.sharma963@gmail.com,Ira Sharma,STU100963,C,Male,24,CS,26.9,80.89,66.18,75.82,79.12,66.99,63.1,87.19,74.51,B
shaurya.verma964@gmail.com,Shaurya Verma,STU100964,C,Male,21,Mathematics,10.6,73.94,53.54,60.45,52.84,53.61,45.07,60.2,57.8,C
aadhya.verma965@gmail.com,Aadhya Verma,STU100965,C,Female,21,Business,20.4,82.35,63.59,70.84,72.08,64.82,50.06,77.78,69.78,C
shaurya.iyer966@gmail.com,Shaurya Iyer,STU100966,C,Male,17,Mathematics,26.1,88.42,76.57,73.44,76.07,72.46,58.86,82.59,76.05,B
krishna.roy967@gmail.com,Krishna Roy,STU100967,D,Male,24,CS,17.2,73.49,52.69,70.17,64.54,56.46,56.45,73.22,64.41,C
reyansh.kumar968@gmail.com,Reyansh Kumar,STU100968,E,Male,23,Engineering,20.5,78.18,59.4,71.63,71.23,65.34,44.82,81.2,68.77,C
sai.gupta969@gmail.com,Sai Gupta,STU100969,C,Female,22,Mathematics,26.2,88.95,73.39,79.36,80.33,53.22,66.06,85.07,76.56,B
aarav.singh970@gmail.com,Aarav Singh,STU100970,C,Male,20,Mathematics,30.5,92.94,65.24,84.69,85.86,74.02,65.88,86.28,79.95,B
ishita.sharma971@gmail.com,Ishita Sharma,STU100971,C,Female,18,Engineering,23.2,79.87,66.79,72.86,72.66,62.7,70.18,77.49,71.63,B
reyansh.roy972@gmail.com,Reyansh Roy,STU100972,C,Male,23,Business,18.6,77.27,56.98,63.41,68.12,69.08,52.96,69.76,64.9,C
ananya.kumar973@gmail.com,Ananya Kumar,STU100973,A,Male,19,Business,15.0,74.69,51.83,66.39,65.24,60.45,40.0,70.57,62.64,C
ishaan.das974@gmail.com,Ishaan Das,STU100974,C,Male,23,Engineering,18.2,78.42,55.13,64.54,63.81,69.27,53.7,77.11,65.12,C
vihaan.sharma975@gmail.com,Vihaan Sharma,STU100975,C,Female,17,Business,33.2,87.42,69.35,82.17,87.0,68.93,62.01,91.11,79.42,B
ananya.singh976@gmail.com,Ananya Singh,STU100976,A,Female,22,CS,26.2,87.29,73.76,69.39,75.71,64.02,52.38,80.58,72.73,B
ira.singh977@gmail.com,Ira Singh,STU100977,C,Female,17,Mathematics,21.5,84.73,65.73,70.49,65.32,62.11,52.42,78.25,69.22,C
ananya.singh978@gmail.com,Ananya Singh,STU100978,B,Male,23,Engineering,33.6,92.83,76.63,81.53,86.61,72.62,76.54,95.54,82.7,B
myra.sharma979@gmail.com,Myra Sharma,STU100979,E,Male,23,Engineering,12.5,72.38,52.76,54.08,67.59,51.47,40.0,69.97,58.3,C
aadhya.kumar980@gmail.com,Aadhya Kumar,STU100980,B,Male,20,Engineering,25.7,85.28,68.59,76.12,73.11,70.22,60.88,85.59,74.68,B
ira.sharma981@gmail.com,Ira Sharma,STU100981,A,Female,24,Business,32.5,96.41,77.33,75.19,77.73,71.08,73.6,92.24,79.33,B
ishita.iyer982@gmail.com,Ishita Iyer,STU100982,E,Female,21,Engineering,34.7,93.36,81.44,91.71,80.72,73.73,76.13,96.71,86.1,A
sai.singh983@gmail.com,Sai Singh,STU100983,B,Female,18,Engineering,22.8,81.31,73.68,67.67,73.8,65.53,60.65,80.27,71.85,B
ishaan.das984@gmail.com,Ishaan Das,STU100984,E,Male,22,Engineering,30.5,92.62,68.3,80.02,75.16,70.75,52.72,86.22,76.53,B
aarav.singh985@gmail.com,Aarav Singh,STU100985,E,Male,17,CS,18.9,80.84,53.79,72.94,66.0,60.17,56.9,75.5,67.04,C
shaurya.sharma986@gmail.com,Shaurya Sharma,STU100986,C,Female,18,CS,20.3,80.75,55.68,70.97,66.37,58.13,54.09,85.42,67.52,C
anika.iyer987@gmail.com,Anika Iyer,STU100987,A,Female,19,Engineering,27.0,89.51,70.91,78.63,77.53,63.44,61.19,87.64,76.52,B
ira.chatterjee988@gmail.com,Ira Chatterjee,STU100988,A,Male,23,Business,17.1,77.4,63.57,70.61,65.82,56.72,52.24,75.33,67.33,C
aditya.das989@gmail.com,Aditya Das,STU100989,C,Male,24,Engineering,21.4,82.87,60.99,72.49,67.36,67.79,54.73,75.15,69.37,C
ananya.iyer990@gmail.com,Ananya Iyer,STU100990,B,Male,19,Business,24.7,82.33,66.7,79.61,76.91,72.38,66.03,84.08,75.94,B
aadhya.singh991@gmail.com,Aadhya Singh,STU100991,B,Male,20,Business,29.4,89.57,68.43,80.38,75.09,74.93,63.73,85.17,77.22,B
diya.verma992@gmail.com,Diya Verma,STU100992,E,Female,20,Mathematics,17.2,71.83,58.34,62.97,65.11,64.68,58.29,73.05,64.2,C
vivaan.das993@gmail.com,Vivaan Das,STU100993,C,Male,23,Business,31.8,91.94,75.18,71.46,83.24,68.27,57.01,99.35,77.77,B
ira.chatterjee994@gmail.com,Ira Chatterjee,STU100994,D,Female,24,CS,25.6,85.18,63.41,82.96,78.74,62.9,57.91,81.26,75.21,B
sara.patel995@gmail.com,Sara Patel,STU100995,B,Male,19,Mathematics,32.3,92.34,69.61,81.04,86.25,73.75,62.13,92.89,80.18,B
sai.gupta996@gmail.com,Sai Gupta,STU100996,E,Female,18,CS,23.1,82.15,66.36,78.25,70.93,71.71,67.8,86.46,74.81,B
arjun.roy997@gmail.com,Arjun Roy,STU100997,D,Female,20,Mathematics,20.8,79.78,60.13,74.49,66.39,62.01,64.19,77.68,69.49,C
arjun.iyer998@gmail.com,Arjun Iyer,STU100998,A,Male,17,Business,11.1,69.57,54.74,62.94,64.3,54.13,40.0,70.38,60.88,C
ananya.roy999@gmail.com,Ananya Roy,STU100999,E,Male,20,CS,29.1,94.44,78.34,79.91,79.59,65.8,58.76,90.8,79.62,B
krishna.kumar1000@gmail.com,Krishna Kumar,STU101000,B,Male,19,Mathematics,30.0,91.66,66.01,81.79,78.69,76.91,59.57,87.6,78.14,B
vihaan.verma1001@gmail.com,Vihaan Verma,STU101001,D,Male,22,Mathematics,22.4,84.4,63.5,66.33,72.27,63.67,54.22,78.76,68.83,C
anika.sharma1002@gmail.com,Anika Sharma,STU101002,B,Male,18,CS,26.0,85.37,67.72,76.7,74.23,61.03,54.96,80.64,73.14,B
ira.patel1003@gmail.com,Ira Patel,STU101003,C,Male,17,CS,25.0,85.43,75.06,77.34,73.91,78.28,61.92,75.79,76.35,B
ishaan.iyer1004@gmail.com,Ishaan Iyer,STU101004,C,Female,20,Engineering,18.1,77.12,57.97,62.4,70.67,58.75,44.16,72.11,63.92,C
aadhya.roy1005@gmail.com,Aadhya Roy,STU101005,C,Female,18,CS,35.9,100.0,71.13,86.73,88.3,84.28,64.11,92.57,84.38,B
aditya.gupta1006@gmail.com,Aditya Gupta,STU101006,E,Male,24,Business,10.2,65.08,45.6,55.27,53.08,53.44,45.82,68.27,54.63,D
sai.das1007@gmail.com,Sai Das,STU101007,A,Male,23,CS,8.8,72.89,44.1,58.88,55.96,45.2,40.8,64.36,55.16,C
ira.singh1008@gmail.com,Ira Singh,STU101008,A,Female,20,CS,15.6,75.34,54.85,63.61,66.61,54.43,57.31,70.39,62.93,C
ananya.gupta1009@gmail.com,Ananya Gupta,STU101009,D,Female,24,Business,15.4,81.3,60.19,62.75,70.17,66.18,55.45,73.23,66.23,C
navya.kumar1010@gmail.com,Navya Kumar,STU101010,A,Male,22,CS,25.9,88.97,67.74,78.74,75.52,72.38,70.35,78.42,75.99,B
shaurya.verma1011@gmail.com,Shaurya Verma,STU101011,A,Female,18,Business,29.4,92.63,77.93,70.91,81.79,74.72,63.43,87.09,77.74,B
navya.gupta1012@gmail.com,Navya Gupta,STU101012,A,Female,21,CS,15.9,78.24,56.79,57.96,60.38,67.03,53.44,68.06,61.81,C
anika.das1013@gmail.com,Anika Das,STU101013,D,Male,21,Engineering,17.8,85.18,53.58,63.93,70.65,51.41,42.28,79.03,64.17,C
shaurya.singh1014@gmail.com,Shaurya Singh,STU101014,C,Male,24,Engineering,25.4,87.83,70.66,74.09,79.5,58.84,51.48,77.82,73.31,B
navya.verma1015@gmail.com,Navya Verma,STU101015,B,Female,22,Business,22.7,84.28,61.13,70.84,74.87,70.74,51.11,77.0,70.46,B
diya.patel1016@gmail.com,Diya Patel,STU101016,E,Male,20,Mathematics,21.1,77.68,60.65,62.36,70.79,61.78,59.28,78.07,66.17,C
sai.roy1017@gmail.com,Sai Roy,STU101017,A,Male,18,Mathematics,22.3,79.51,67.28,69.92,71.67,74.62,51.08,75.22,70.67,B
vivaan.roy1018@gmail.com,Vivaan Roy,STU101018,E,Female,17,Mathematics,31.0,89.26,70.34,77.75,80.97,74.16,62.11,86.14,77.6,B
riya.iyer1019@gmail.com,Riya Iyer,STU101019,B,Female,22,CS,28.2,87.32,67.88,78.29,76.09,75.02,51.96,78.26,75.14,B
vivaan.chatterjee1020@gmail.com,Vivaan Chatterjee,STU101020,C,Male,17,Mathematics,14.7,79.54,53.76,59.99,65.21,62.21,50.67,67.11,61.95,C
riya.gupta1021@gmail.com,Riya Gupta,STU101021,B,Female,24,Engineering,14.8,73.63,53.71,58.71,66.74,54.12,46.2,73.38,60.79,C
diya.singh1022@gmail.com,Diya Singh,STU101022,D,Male,24,Engineering,11.9,74.56,57.54,53.43,62.91,49.37,42.06,75.15,58.98,C
aarav.das1023@gmail.com,Aarav Das,STU101023,D,Male,20,Engineering,27.1,89.3,61.91,78.07,78.67,69.11,70.0,87.66,75.71,B
sara.gupta1024@gmail.com,Sara Gupta,STU101024,B,Male,19,Engineering,24.9,82.52,54.47,71.01,76.92,64.43,45.17,83.9,69.08,C
aadhya.singh1025@gmail.com,Aadhya Singh,STU101025,A,Female,24,Mathematics,18.7,73.92,62.3,63.08,68.09,64.58,56.86,77.1,66.0,C
diya.gupta1026@gmail.com,Diya Gupta,STU101026,B,Female,23,Mathematics,14.8,73.81,49.51,54.86,69.28,63.48,42.45,61.25,58.73,C
shaurya.sharma1027@gmail.com,Shaurya Sharma,STU101027,D,Female,18,CS,20.2,80.07,61.58,68.85,63.43,60.33,51.39,77.55,66.85,C
aditya.sharma1028@gmail.com,Aditya Sharma,STU101028,E,Female,19,Business,19.0,75.38,59.07,65.53,72.93,64.83,49.91,82.18,67.15,C
ishita.kumar1029@gmail.com,Ishita Kumar,STU101029,A,Male,20,Mathematics,29.0,87.1,66.03,79.82,81.74,67.34,64.09,85.55,76.62,B
sai.singh1030@gmail.com,Sai Singh,STU101030,B,Female,18,Mathematics,14.4,75.8,43.35,55.41,65.46,61.4,47.12,68.2,58.01,C
ananya.sharma1031@gmail.com,Ananya Sharma,STU101031,A,Male,20,Mathematics,9.3,63.21,54.69,57.14,56.13,56.89,48.41,62.78,57.21,C
aditya.das1032@gmail.com,Aditya Das,STU101032,D,Female,20,Business,8.8,73.44,60.7,56.93,50.0,55.19,40.0,64.52,58.03,C
diya.iyer1033@gmail.com,Diya Iyer,STU101033,D,Male,24,Mathematics,19.5,81.38,57.92,64.78,72.96,65.41,54.04,73.66,66.71,C
myra.iyer1034@gmail.com,Myra Iyer,STU101034,D,Male,22,Mathematics,33.8,95.04,75.09,83.66,86.44,70.98,55.09,94.3,81.87,B
anika.chatterjee1035@gmail.com,Anika Chatterjee,STU101035,B,Male,24,CS,28.1,86.8,73.54,74.63,74.06,75.27,78.71,83.0,76.65,B
ishaan.gupta1036@gmail.com,Ishaan Gupta,STU101036,A,Female,24,Engineering,18.7,78.76,55.94,61.57,71.12,69.78,46.07,65.54,64.04,C
anika.gupta1037@gmail.com,Anika Gupta,STU101037,A,Female,21,Mathematics,13.1,75.42,55.02,65.7,60.65,56.39,40.0,69.87,61.98,C
diya.kumar1038@gmail.com,Diya Kumar,STU101038,C,Female,18,Engineering,20.9,80.95,66.75,74.36,66.67,64.88,57.35,74.76,70.59,B
krishna.iyer1039@gmail.com,Krishna Iyer,STU101039,A,Female,22,Business,24.6,84.7,59.88,69.42,68.79,67.22,51.52,82.29,69.12,C
anika.singh1040@gmail.com,Anika Singh,STU101040,D,Male,18,CS,21.9,81.54,56.95,73.11,72.56,54.22,55.43,77.78,68.33,C
sara.verma1041@gmail.com,Sara Verma,STU101041,E,Male,20,Business,24.1,90.15,57.05,67.82,79.16,72.38,64.81,75.65,70.69,B
ishita.gupta1042@gmail.com,Ishita Gupta,STU101042,D,Male,18,Mathematics,19.4,78.37,63.75,67.09,72.62,73.98,48.59,79.44,69.38,C
diya.iyer1043@gmail.com,Diya Iyer,STU101043,D,Male,18,Engineering,28.3,93.19,73.47,79.34,77.92,69.43,61.04,94.09,78.91,B
navya.singh1044@gmail.com,Navya Singh,STU101044,C,Female,18,Mathematics,10.3,71.16,51.41,61.5,62.75,45.0,58.62,69.83,59.67,C
sara.das1045@gmail.com,Sara Das,STU101045,A,Female,19,Engineering,31.2,89.76,78.57,71.44,82.25,67.32,65.78,93.64,77.85,B
ishaan.sharma1046@gmail.com,Ishaan Sharma,STU101046,C,Male,24,Business,8.7,64.49,60.46,50.47,60.12,52.67,47.1,74.71,57.79,C
aadhya.singh1047@gmail.com,Aadhya Singh,STU101047,E,Male,23,Engineering,28.3,90.55,67.95,87.66,77.14,73.0,52.07,82.71,78.69,B
aadhya.iyer1048@gmail.com,Aadhya Iyer,STU101048,D,Female,24,Mathematics,25.5,82.68,60.14,76.1,74.72,73.42,61.46,86.35,73.38,B
ananya.iyer1049@gmail.com,Ananya Iyer,STU101049,B,Male,18,Business,27.6,86.96,61.5,74.66,81.54,69.72,59.26,89.54,74.51,B
aditya.iyer1050@gmail.com,Aditya Iyer,STU101050,E,Male,19,CS,17.9,81.03,59.69,57.46,69.69,58.0,45.69,80.02,63.82,C
aadhya.kumar1051@gmail.com,Aadhya Kumar,STU101051,E,Female,24,Engineering,12.4,71.12,48.82,56.17,64.09,54.83,40.84,66.87,57.55,C
sai.sharma1052@gmail.com,Sai Sharma,STU101052,D,Female,21,Business,16.1,75.28,53.62,60.9,68.07,55.13,46.03,76.43,62.19,C
reyansh.iyer1053@gmail.com,Reyansh Iyer,STU101053,D,Female,22,Business,14.5,71.42,63.62,58.65,69.28,56.35,48.48,70.19,62.93,C
reyansh.kumar1054@gmail.com,Reyansh Kumar,STU101054,D,Male,17,CS,21.6,82.08,62.06,74.69,70.83,62.72,52.18,75.12,70.05,B
navya.kumar1055@gmail.com,Navya Kumar,STU101055,D,Female,24,Business,17.8,76.91,60.84,69.67,62.99,53.88,46.07,74.56,65.35,C
aadhya.kumar1056@gmail.com,Aadhya Kumar,STU101056,C,Male,23,CS,24.4,83.53,66.1,67.0,75.11,74.08,63.9,77.9,71.33,B
ira.iyer1057@gmail.com,Ira Iyer,STU101057,E,Male,17,Business,13.5,74.8,49.09,58.14,65.58,55.71,53.43,64.85,59.31,C
vihaan.verma1058@gmail.com,Vihaan Verma,STU101058,B,Male,21,Mathematics,33.9,97.98,77.93,84.25,75.57,74.11,68.56,95.19,82.35,B
vihaan.iyer1059@gmail.com,Vihaan Iyer,STU101059,B,Male,21,CS,19.5,78.86,57.04,63.42,64.27,64.74,51.39,74.41,64.45,C
diya.patel1060@gmail.com,Diya Patel,STU101060,A,Male,20,Engineering,8.3,67.0,43.9,54.09,60.48,49.67,52.1,65.3,54.88,D
anika.iyer1061@gmail.com,Anika Iyer,STU101061,E,Female,23,Mathematics,18.0,74.17,57.12,69.01,64.81,71.06,63.87,67.82,66.35,C
riya.chatterjee1062@gmail.com,Riya Chatterjee,STU101062,B,Male,22,Mathematics,7.0,62.23,48.52,45.0,60.78,55.7,40.0,67.34,52.85,D
anika.sharma1063@gmail.com,Anika Sharma,STU101063,A,Female,22,Mathematics,23.0,84.79,65.23,74.11,75.39,60.54,60.22,77.85,71.92,B
sai.gupta1064@gmail.com,Sai Gupta,STU101064,E,Female,17,Business,19.0,78.76,50.14,63.46,70.24,67.71,57.57,68.82,64.01,C
riya.kumar1065@gmail.com,Riya Kumar,STU101065,C,Female,22,Engineering,20.1,78.23,60.69,69.42,71.88,66.52,48.03,67.2,67.34,C
myra.iyer1066@gmail.com,Myra Iyer,STU101066,A,Male,21,Business,22.5,83.04,58.12,71.04,78.18,64.72,54.24,79.57,70.11,B
shaurya.das1067@gmail.com,Shaurya Das,STU101067,D,Female,21,CS,21.2,79.57,63.69,69.87,68.42,58.67,44.06,77.26,67.71,C
ishaan.verma1068@gmail.com,Ishaan Verma,STU101068,D,Female,23,Mathematics,14.0,71.34,48.41,66.84,65.14,53.24,53.91,70.62,61.72,C
ira.gupta1069@gmail.com,Ira Gupta,STU101069,E,Male,19,Business,19.0,75.87,69.35,69.82,75.16,64.31,45.85,74.86,69.89,C
diya.verma1070@gmail.com,Diya Verma,STU101070,B,Male,17,Mathematics,21.9,81.95,65.59,67.61,66.01,69.67,50.2,76.88,68.66,C
diya.kumar1071@gmail.com,Diya Kumar,STU101071,C,Female,22,CS,31.1,96.22,71.06,77.03,74.12,73.11,49.46,88.46,76.69,B
aadhya.singh1072@gmail.com,Aadhya Singh,STU101072,D,Male,23,Business,28.0,87.57,70.27,72.73,75.17,64.27,59.58,77.79,73.09,B
ananya.chatterjee1073@gmail.com,Ananya Chatterjee,STU101073,C,Female,18,Mathematics,12.0,69.39,50.84,55.67,70.24,51.4,49.74,74.93,59.46,C
reyansh.sharma1074@gmail.com,Reyansh Sharma,STU101074,E,Male,18,CS,19.0,75.21,58.55,60.13,62.2,66.01,59.51,77.13,63.89,C
myra.iyer1075@gmail.com,Myra Iyer,STU101075,D,Male,24,Business,17.0,75.36,50.55,56.9,70.91,57.27,47.79,74.43,60.91,C
sai.patel1076@gmail.com,Sai Patel,STU101076,A,Female,17,Engineering,11.4,66.03,52.72,54.01,58.23,56.44,58.39,67.82,57.43,C
vihaan.kumar1077@gmail.com,Vihaan Kumar,STU101077,B,Female,17,Business,34.3,93.77,72.85,85.31,89.18,76.23,74.13,90.37,83.28,B
navya.roy1078@gmail.com,Navya Roy,STU101078,A,Female,24,Business,11.6,76.51,51.49,63.13,60.7,49.01,40.99,69.65,59.91,C
myra.sharma1079@gmail.com,Myra Sharma,STU101079,D,Female,22,Mathematics,17.9,79.62,52.38,64.63,70.76,62.37,42.61,73.66,64.17,C
sara.singh1080@gmail.com,Sara Singh,STU101080,A,Female,19,CS,22.1,83.86,64.73,69.48,70.49,67.99,57.2,75.56,69.96,C
myra.chatterjee1081@gmail.com,Myra Chatterjee,STU101081,A,Male,17,CS,17.8,74.54,52.01,62.8,65.63,57.55,50.27,73.1,62.12,C
diya.chatterjee1082@gmail.com,Diya Chatterjee,STU101082,B,Male,21,Engineering,20.4,82.31,54.31,58.63,71.13,65.35,64.63,77.84,64.9,C
ishita.chatterjee1083@gmail.com,Ishita Chatterjee,STU101083,B,Male,18,Business,23.1,84.57,66.41,65.52,70.59,65.46,48.8,76.04,68.58,C
riya.kumar1084@gmail.com,Riya Kumar,STU101084,D,Male,20,Engineering,27.2,81.29,67.13,76.58,74.7,68.94,66.82,79.68,73.93,B
anika.singh1085@gmail.com,Anika Singh,STU101085,A,Male,17,Mathematics,14.2,79.13,56.59,61.54,66.27,61.11,57.18,65.11,63.11,C
reyansh.das1086@gmail.com,Reyansh Das,STU101086,C,Female,24,Mathematics,12.9,73.02,50.76,57.62,60.15,47.2,44.02,64.5,57.13,C
anika.sharma1087@gmail.com,Anika Sharma,STU101087,D,Female,19,Business,12.9,67.2,60.57,59.64,65.87,54.14,47.56,71.47,61.55,C
aditya.patel1088@gmail.com,Aditya Patel,STU101088,C,Male,20,Engineering,21.8,77.62,60.32,60.9,68.76,62.65,54.98,78.82,65.31,C
vivaan.gupta1089@gmail.com,Vivaan Gupta,STU101089,B,Male,21,Business,19.5,78.05,56.96,60.27,76.87,65.94,48.96,82.67,66.12,C
arjun.roy1090@gmail.com,Arjun Roy,STU101090,E,Male,22,Mathematics,25.9,81.06,62.26,71.79,79.3,63.71,53.47,79.48,70.98,B
anika.verma1091@gmail.com,Anika Verma,STU101091,D,Female,18,Engineering,18.7,74.78,61.93,59.94,66.54,61.04,48.57,75.68,63.93,C
aditya.iyer1092@gmail.com,Aditya Iyer,STU101092,C,Female,21,Engineering,25.5,83.11,62.71,75.82,82.78,70.62,60.34,76.5,73.74,B
shaurya.roy1093@gmail.com,Shaurya Roy,STU101093,E,Female,23,Business,11.8,74.13,56.61,64.93,62.13,62.71,56.14,65.54,63.16,C
ira.gupta1094@gmail.com,Ira Gupta,STU101094,C,Male,20,Mathematics,33.4,92.39,76.55,87.51,84.55,75.01,75.2,92.06,83.95,B
anika.sharma1095@gmail.com,Anika Sharma,STU101095,C,Male,18,Engineering,17.4,75.21,45.63,66.84,67.17,71.63,42.7,76.47,63.72,C
arjun.sharma1096@gmail.com,Arjun Sharma,STU101096,E,Female,23,Business,15.6,76.2,54.5,59.23,72.54,64.43,53.97,75.16,63.83,C
krishna.patel1097@gmail.com,Krishna Patel,STU101097,C,Female,18,Business,19.2,77.01,69.52,62.01,64.5,60.04,51.4,71.96,65.65,C
